Data_Medicao,PRECIPITACAO_TOTAL_MENSAL_AUTMM,PRESSAO_ATMOSFERICA_MEDIA_MENSAL_AUTMB,TEMPERATURA_MEDIA_MENSAL_AUT°C,VENTO_VELOCIDADE_MEDIA_MENSAL_AUTM/S,Nome_Estacao,Codigo_Estacao,Latitude,Longitude,Altitude,Situacao_Estacao,Data_Inicial_Estacao,Data_Final_Estacao,Periodicidade_Medicao_Estacao
2013-02-28,"140,6","1002,4","23,9","1,8",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2013-03-31,139,"1005,2","21,1","1,8",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2013-04-30,"102,4","1006,7","19,6","1,6",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2013-05-31,"102,4","1007,2","16,2","1,6",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2013-06-30,137,"1008,2","14,8","1,6",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2013-07-31,"141,8","1010,5","14,1","1,6",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2013-08-31,318,"1010,1","13,9",2,TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2013-09-30,160,"1007,4","17,5",2,TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2013-10-31,"148,2","1006,1","19,6","1,9",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2013-11-30,"240,8","1002,9","22,9","2,3",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2013-12-31,"135,2","1000,6","24,7","1,9",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2014-01-31,"185,8","1002,4","26,1",2,TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2014-02-28,"215,2","1003,1","25,7","2,1",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2014-03-31,"155,2","1004,1","22,6","1,8",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2014-04-30,"90,6","1007,1","20,4","1,7",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2014-05-31,"132,4",1008,"16,4","1,5",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2014-06-30,"223,8",1008,"15,5","1,9",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2014-07-31,165,"1011,3","15,4","1,8",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2014-08-31,"107,2","1008,7","16,7",2,TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2014-09-30,"262,6","1005,6",19,"2,2",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2014-10-31,"157,6","1005,9","21,2",2,TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2014-11-30,"103,8","1003,2",23,"1,9",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2014-12-31,null,"1002,1","24,1",2,TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2015-01-31,null,"1003,5","24,9","1,8",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2015-02-28,null,"1003,1","24,1","1,8",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2015-03-31,"39,4","1004,8","23,4","1,6",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2015-04-30,128,1007,"20,3","1,5",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2015-05-31,"153,8","1008,7","17,8","1,7",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2015-06-30,"235,6","1010,1","15,7","1,7",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2015-07-31,"334,4","1008,8","15,5","1,6",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2015-08-31,"73,6","1006,5","20,5","2,3",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2015-09-30,"270,2",1005,"17,8","1,9",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2015-10-31,"355,8","1005,6","19,1","1,9",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2015-11-30,177,1003,21,"2,2",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2015-12-31,"304,4","1001,8","23,9","1,9",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2016-01-31,null,null,null,null,TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2016-02-29,null,null,"25,5",null,TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2016-03-31,"325,4","1005,8","22,1","1,8",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2016-04-30,203,"1004,9",22,"1,9",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2016-05-31,"50,8","1010,6","14,7","1,5",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2016-06-30,null,"1012,3","12,4","1,3",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2016-07-31,"179,4","1009,3","14,4","1,9",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2016-08-31,"80,4","1008,2","16,4","1,7",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2016-09-30,85,"1009,3","16,4","2,2",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2016-10-31,"323,2","1005,2","19,4",2,TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2016-11-30,"140,2","1004,5","20,9","1,9",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2016-12-31,"76,4","1001,8","24,2","1,9",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2017-01-31,"247,4","1002,7","24,8","1,9",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2017-02-28,"200,4","1002,1","25,5","1,7",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2017-03-31,"198,2","1005,4","22,5","1,7",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2017-04-30,"106,8","1007,1","19,7","1,8",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2017-05-31,"270,8","1007,5","17,9","1,6",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2017-06-30,"105,8","1009,2","16,1","1,9",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2017-07-31,"38,2","1013,9","16,2","1,9",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2017-08-31,"120,2","1008,3","17,3","1,8",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2017-09-30,127,"1008,1","20,9","1,9",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2017-10-31,"250,8","1003,7","20,3","2,3",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2017-11-30,"156,2","1003,2","20,4",2,TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2017-12-31,"105,2","1001,7",24,"1,9",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2018-01-31,"149,8","1002,2","24,4",2,TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2018-02-28,"72,6","1003,8","23,4","1,7",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2018-03-31,"141,2","1003,1","22,6","1,6",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2018-04-30,"80,8","1007,5","22,6","1,5",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2018-05-31,62,"1009,3","17,6","1,6",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2018-06-30,118,"1010,5","13,3","1,7",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2018-07-31,129,"1010,3","14,3","1,7",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2018-08-31,124,1011,"13,9","1,8",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2018-09-30,"253,6","1006,1","19,1","1,7",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2018-10-31,141,"1005,6","20,1",2,TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2018-11-30,"193,8","1003,8","22,7","1,9",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2018-12-31,92,"1003,4","23,7","1,9",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2019-01-31,"123,4","1003,4","26,2","1,9",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2019-02-28,null,null,null,null,TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2019-03-31,null,null,null,null,TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2019-04-30,"184,2","1005,8","21,1","1,5",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2019-05-31,230,"1007,2","18,8","1,5",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2019-06-30,"37,4","1009,3","18,3","1,7",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2019-07-31,"162,8",1011,"13,6","1,6",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2019-08-31,78,"1012,5","15,5",2,TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2019-09-30,"82,8","1008,4","16,8","1,9",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2019-10-31,402,"1005,7","20,5","2,1",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2019-11-30,"187,8","1003,6","22,2","1,8",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2019-12-31,"38,8","1002,4","24,9","2,2",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2020-01-31,"164,2","1002,2","24,9",2,TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2020-02-29,"92,8","1004,5","24,5","1,9",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2020-03-31,"25,4","1005,7","24,5","1,8",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2020-04-30,"24,4","1008,4",20,2,TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2020-05-31,"203,4","1008,4","16,6",2,TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2020-06-30,"146,8","1007,7","16,8","2,5",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2020-07-31,null,"1009,4","13,4","1,9",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2020-08-31,null,"1010,1","16,2","1,7",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2020-09-30,null,"1007,9","17,1","1,8",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2020-10-31,null,"1005,6",20,"2,1",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2020-11-30,null,"1005,8","21,7","2,1",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2020-12-31,null,"1002,8","23,9","2,2",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2021-01-31,null,"1002,4","25,1","2,1",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2021-02-28,null,"1003,3","23,4","1,7",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2021-03-31,null,"1004,2","22,9","1,5",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2021-04-30,null,"1008,6","20,5","1,6",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2021-05-31,null,"1009,3","14,8","1,7",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2021-06-30,null,"1010,9",14,2,TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2021-07-31,null,"1012,4","13,4","1,9",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2021-08-31,null,"1010,5","16,9","1,9",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2021-09-30,null,"1007,2","18,1",2,TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2021-10-31,null,"1006,5","19,5",2,TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2021-11-30,null,null,null,null,TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2021-12-31,"18,8",1003,"24,2","2,2",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2022-01-31,"198,2","1001,7","26,8","2,2",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2022-02-28,37,"1002,8","24,8","1,9",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2022-03-31,"182,4","1004,6","22,3","1,8",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2022-04-30,"173,6","1006,8","19,2","1,6",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2022-05-31,"169,8","1009,1","15,1","1,8",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2022-06-30,"188,4","1009,8",13,"1,5",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2022-07-31,"129,8","1007,4",17,2,TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2022-08-31,126,"1011,1","14,8","1,8",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2022-09-30,"91,6","1009,5","16,2",2,TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2022-10-31,"72,4","1006,2","18,7",2,TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2022-11-30,"71,6","1007,4","20,8","2,1",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2022-12-31,"135,4","1002,2","24,1","1,9",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2023-01-31,"31,6","1002,5","25,9",2,TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2023-02-28,"165,6","1003,2","24,5","1,9",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2023-03-31,127,"1004,6",25,"1,6",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2023-04-30,"25,6","1006,8","19,7","1,7",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2023-05-31,"223,6","1009,6","17,5","1,5",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2023-06-30,"265,2","1010,7","16,6","1,9",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2023-07-31,204,"1010,5","15,7","1,9",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2023-08-31,"56,2","1007,4","17,6","1,8",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2023-09-30,"443,4","1005,4","18,9","2,2",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2023-10-31,"183,8",1005,"19,1","1,9",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2023-11-30,"416,6","1002,8","21,7",2,TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2023-12-31,"180,6","1003,3","24,6",2,TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2024-01-31,"133,4","1004,1","23,9","1,9",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2024-02-29,"108,6","1004,6","25,8","1,7",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2024-03-31,90,"1005,1","23,9","1,7",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2024-04-30,"244,6","1005,6","21,5","1,7",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2024-05-31,null,"1006,9","16,9","1,8",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2024-06-30,"223,6","1007,7","18,3","2,2",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2024-07-31,null,null,null,null,TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2024-08-31,null,null,"15,6",null,TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2024-09-30,179,"1006,4","19,2","1,9",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2024-10-31,"145,2","1006,2","20,7",2,TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2024-11-30,124,"1003,9","23,4","1,9",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2024-12-31,"168,6","1002,9","22,3","2,2",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2025-01-31,"63,2","1002,1","25,3",2,TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2025-02-28,"150,4","1003,5","26,3","1,9",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2025-03-31,"50,8","1006,6","24,4","1,7",TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2025-04-30,null,null,null,null,TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2025-05-31,null,null,null,null,TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2025-06-30,null,null,null,null,TEUTONIA,A882,-29.44916666,-51.82333332,81.0,Pane,2012-10-03,2025-06-01,Mensal
2010-01-31,"171,4","1010,7","24,2","2,6",TORRES,A808,-29.35027777,-49.73333333,8.44,Fechada,2010-01-01,2024-10-09,Mensal
2010-02-28,"160,6","1010,7","25,6","2,8",TORRES,A808,-29.35027777,-49.73333333,8.44,Fechada,2010-01-01,2024-10-09,Mensal
2010-03-31,"174,8","1011,9","23,7","2,9",TORRES,A808,-29.35027777,-49.73333333,8.44,Fechada,2010-01-01,2024-10-09,Mensal
2010-04-30,147,"1016,2","20,8",3,TORRES,A808,-29.35027777,-49.73333333,8.44,Fechada,2010-01-01,2024-10-09,Mensal
2010-05-31,"284,6","1016,5","18,3","3,1",TORRES,A808,-29.35027777,-49.73333333,8.44,Fechada,2010-01-01,2024-10-09,Mensal
2010-06-30,"77,8","1019,3","15,8","2,8",TORRES,A808,-29.35027777,-49.73333333,8.44,Fechada,2010-01-01,2024-10-09,Mensal
2010-07-31,"94,2","1019,3",15,"2,8",TORRES,A808,-29.35027777,-49.73333333,8.44,Fechada,2010-01-01,2024-10-09,Mensal
2010-08-31,58,1020,"14,3",3,TORRES,A808,-29.35027777,-49.73333333,8.44,Fechada,2010-01-01,2024-10-09,Mensal
2010-09-30,"131,6",1016,"17,2","3,2",TORRES,A808,-29.35027777,-49.73333333,8.44,Fechada,2010-01-01,2024-10-09,Mensal
2010-10-31,"41,4","1014,7","17,9",3,TORRES,A808,-29.35027777,-49.73333333,8.44,Fechada,2010-01-01,2024-10-09,Mensal
2010-11-30,"150,4","1011,2","19,9","3,5",TORRES,A808,-29.35027777,-49.73333333,8.44,Fechada,2010-01-01,2024-10-09,Mensal
2010-12-31,"75,6","1009,6","22,3","3,3",TORRES,A808,-29.35027777,-49.73333333,8.44,Fechada,2010-01-01,2024-10-09,Mensal
2011-01-31,"326,8","1008,9","24,4","2,3",TORRES,A808,-29.35027777,-49.73333333,8.44,Fechada,2010-01-01,2024-10-09,Mensal
2011-02-28,"190,4","1011,1","24,4","2,7",TORRES,A808,-29.35027777,-49.73333333,8.44,Fechada,2010-01-01,2024-10-09,Mensal
2011-03-31,"125,2","1014,5","21,5","2,8",TORRES,A808,-29.35027777,-49.73333333,8.44,Fechada,2010-01-01,2024-10-09,Mensal
2011-04-30,"104,2","1014,5","20,4","2,3",TORRES,A808,-29.35027777,-49.73333333,8.44,Fechada,2010-01-01,2024-10-09,Mensal
2011-05-31,63,"1017,9","17,8","2,6",TORRES,A808,-29.35027777,-49.73333333,8.44,Fechada,2010-01-01,2024-10-09,Mensal
2011-06-30,"168,8","1016,5","14,4","2,6",TORRES,A808,-29.35027777,-49.73333333,8.44,Fechada,2010-01-01,2024-10-09,Mensal
2011-07-31,"274,8","1017,9","13,3","2,6",TORRES,A808,-29.35027777,-49.73333333,8.44,Fechada,2010-01-01,2024-10-09,Mensal
2011-08-31,340,"1016,7","14,8","3,2",TORRES,A808,-29.35027777,-49.73333333,8.44,Fechada,2010-01-01,2024-10-09,Mensal
2011-09-30,"100,2","1019,3","15,5","3,3",TORRES,A808,-29.35027777,-49.73333333,8.44,Fechada,2010-01-01,2024-10-09,Mensal
2011-10-31,83,"1013,3","18,7","3,5",TORRES,A808,-29.35027777,-49.73333333,8.44,Fechada,2010-01-01,2024-10-09,Mensal
2011-11-30,"33,8","1014,2","19,8","3,5",TORRES,A808,-29.35027777,-49.73333333,8.44,Fechada,2010-01-01,2024-10-09,Mensal
2011-12-31,"174,8","1011,1","21,2",3,TORRES,A808,-29.35027777,-49.73333333,8.44,Fechada,2010-01-01,2024-10-09,Mensal
2012-01-31,"237,8","1011,6","22,7","2,9",TORRES,A808,-29.35027777,-49.73333333,8.44,Fechada,2010-01-01,2024-10-09,Mensal
2012-02-29,null,null,null,null,TORRES,A808,-29.35027777,-49.73333333,8.44,Fechada,2010-01-01,2024-10-09,Mensal
2012-03-31,null,null,null,null,TORRES,A808,-29.35027777,-49.73333333,8.44,Fechada,2010-01-01,2024-10-09,Mensal
2012-04-30,"53,2",1014,"20,3","2,8",TORRES,A808,-29.35027777,-49.73333333,8.44,Fechada,2010-01-01,2024-10-09,Mensal
2012-05-31,"21,6","1018,1","18,7","2,4",TORRES,A808,-29.35027777,-49.73333333,8.44,Fechada,2010-01-01,2024-10-09,Mensal
2012-06-30,"69,8","1017,2","14,9","2,2",TORRES,A808,-29.35027777,-49.73333333,8.44,Fechada,2010-01-01,2024-10-09,Mensal
2012-07-31,"131,2","1018,2","13,9","2,9",TORRES,A808,-29.35027777,-49.73333333,8.44,Fechada,2010-01-01,2024-10-09,Mensal
2012-08-31,"92,8","1020,3","17,2","3,2",TORRES,A808,-29.35027777,-49.73333333,8.44,Fechada,2010-01-01,2024-10-09,Mensal
2012-09-30,"201,6","1017,4","17,8","3,5",TORRES,A808,-29.35027777,-49.73333333,8.44,Fechada,2010-01-01,2024-10-09,Mensal
2012-10-31,129,"1012,6","19,9","3,3",TORRES,A808,-29.35027777,-49.73333333,8.44,Fechada,2010-01-01,2024-10-09,Mensal
